Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Document Type,Source
"Wille A.","Biology of the stingless bees ( Meliponinae, Apidae).",1983,"Annual review of entomology. Volume 28",,,,"41","64",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021032030&partnerID=40&md5=ffb1fd4a5a8b19d3d986888ae247bc65","The Meliponinae (Apidae) probably originated in Africa at the Cretaceous-Tertiary boundary, and subsequently dispersed into Eurasia and the Americas. Description is provided of nest architecture (nesting often being associated with termites and ants), foundation of new colonies, mating, populations of nests, longevity of colonies, flight ranges, communication, necrophagy, division of labour, queen behaviour and oviposition, theft, honey production and defence mechanisms.-P.J.Jarvis",Article,Scopus
"Waddington K.D.","Honey bee foraging profitability and round dance correlates",1982,"Journal of Comparative Physiology □ A","148","3",,"297","301",,"10.1007/BF00679014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000722652&doi=10.1007%2fBF00679014&partnerID=40&md5=67497c941966f6e1868eb63bff8af92c","The purpose is to examine the relationships between several aspects of the honey bee's round dance and the caloric costs and gains and net gains per time experienced by bees while foraging between two artificial flowers. The distance between the two flowers and the concentration of nectar rewards were varied. Nine bees were tested, each over several days. Of the three dance variables examined, the number of reversals in the dance per minute (RATE) most often gave the highest and consistently signed correlation coefficients when paired with the mean caloric reward received per flower visit (CALGAIN), the net caloric gain per unit time (NET), and the mean caloric cost to fly to and visit a flower (CALCOST). In general, RATE is positively correlated with CALGAIN (range of positive coefficients, 0.12 to 0.50) and NET (range, 0.15 to 0.40) and negatively correlated with CALCOST (range, -0.01 to -0.28). Additionally, the probability of dancing after foraging is generally positively associated with CALGAIN and negatively associated with CALCOST. The results suggest that caloric gains and costs may be integrated by the bee and output as a measure of ""profitability"" in the form of the round dance. This information may be communicated to potential recruits, although this is not demonstrated. © 1982 Springer-Verlag.",Article,Scopus
"Gould J.L.","Why do honey bees have dialects?",1982,"Behavioral Ecology and Sociobiology","10","1",,"53","56",,"10.1007/BF00296395","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002461732&doi=10.1007%2fBF00296395&partnerID=40&md5=40e7765965fc2d7f97b4b5a2df86585b","The indication of distance in the honey bee dance-the number of meters signified by each waggle-varies by more than a factor of ten among geographic races. Experiments in which artificial swarms were offered a choice of nest boxes indicate that A. m. carnica, the long-distance German race, clearly prefers larger and more distant cavities than the intermediate-dialect Italian race, ligustica. From these results on preferred dispersal distance and cavity size, combined with a general trend among the many races of honey bee toward dialects adapted for indicating longer distances occurring in colder latitudes, I propose that the dialect is probably an adaptation to each race's typical foraging range. That range is in large part a necessary consequence of population size, which in turn is determined by the thermal load imposed on clusters by winters in different climates. © 1982 Springer-Verlag.",Article,Scopus
"CORBET S.A., BEAMENT J., EISIKOWITCH D.","Are electrostatic forces involved in pollen transfer?",1982,"Plant, Cell & Environment","5","2",,"125","129",,"10.1111/1365-3040.ep11571488","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001905057&doi=10.1111%2f1365-3040.ep11571488&partnerID=40&md5=2ccd69c29be085646de9f1ed06d143e1","Abstract. The measurements of Yes'kov & Sapozhnikov (1976) suggest that electrostatic potentials on foraging honeybees can reach hundreds of volts. Pollen grains of oilseed rape, Brassica napus L., subjected experimentally to potentials of this order, jumped a distance that increased approximately as the square of the voltage, between two pin electrodes on which, in some experiments, were impaled an anther or stigma of oilseed rape or a freshly‐killed honeybee. Most floral surfaces were insulated, but there was a low‐impedance path to earth via the stigma, and the electrostatic field due to an approaching charged bee must therefore concentrate there. Thus, if electrostatic potentials of this magnitude occur in nature they may increase the chance that pollen from bees will reach the stigma rather than other floral surfaces, as well as enabling pollen to jump from anther to bee and from bee to stigma across an air gap of the order of 0.5 mm. Copyright © 1982, Wiley Blackwell. All rights reserved",Article,Scopus
"Nún¯ez J.A.","Honeybee Foraging Strategies at a Food Source in Relation to its Distance from the Hive and the Rate of Sugar Flow",1982,"Journal of Apicultural Research","21","3",,"139","150",,"10.1080/00218839.1982.11100531","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952148218&doi=10.1080%2f00218839.1982.11100531&partnerID=40&md5=5ca50e6c9c88a6d5f08726b6090690bf","Time spent at the food source (visit-time) and quantity of sugar solution collected during the visit (honey-sac or crop load) were measured in honeybees conditioned to visit an artificial source of sucrose solution giving a controlled rate of flow. Time spent by the bee on the foraging trip (trip-time) was estimated, and the sugar gain (weight) per trip and per minute of foraging activity. Both the proximity of the artificial food source to the hive, and a reduction in the rate of flow at the source, reduced the maximum crop load. Results are analysed in relation to the economics of foraging, and foraging strategies, of the honeybee. © 1982 International Bee Research Association.",Article,Scopus
"Zimmerman M.","The effect of nectar production on neighborhood size",1982,"Oecologia","52","1",,"104","108",,"10.1007/BF00349017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0006806593&doi=10.1007%2fBF00349017&partnerID=40&md5=4e92cfb3e1d1fe46359a9323b81e99bc","Bumblebee foraging behavior was observed on two plant species with similar floral and inflorescence structures. One species produces nectar while the other does not. Bees, upon visiting nectar producing flowers tend to empty them of nectar and by frequently moving between close neighbors, create a patchily distributed resource base. Bees maximize their foraging efficiency in such an environment by using an area-restricted searching behavior and flying distances inversely correlated with the quality of reward received. Pollen collecting bumblebees do not create a patchy environment and maximize their foraging efficiency by more consistently moving shorter distances. Pollen collecting bumblebees are significantly more likely to revisit flowers and to visit more flowers per inflorescence than are nectar gathering bumblebees. These differences in foraging behavior increase the neighborhood size for nectar producing species and make it increasingly unlikely that random drift will be a dominant mode of evolution in populations of these species. © 1982 Springer-Verlag.",Article,Scopus
"Hegner R.E.","Central place foraging in the white-fronted bee-eater",1982,"Animal Behaviour","30","4",,"953","963",,"10.1016/S0003-3472(82)80183-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020388545&doi=10.1016%2fS0003-3472%2882%2980183-8&partnerID=40&md5=19dbdf97339753cf9b7ad4e271e9446d","Orians & Pearson (1979) proposed a series of models of optimal central place foraging. I tested their model for single-prey loading species (those that carry items singly) with a natural population of white-fronted bee-eaters (Merops bullockoides) in Kenya. These insectivorous birds breed in colonies but defend nearby foraging territories from which they gather food for their nestlings. Qualitatively, two predictions of the model were upheld: as travel time increased, birds carried larger insects to their nests and spent longer periods of time foraging. Also, as distance increased, birds were increasingly selective of which insects they ate versus carried to the colony. Quantitative comparisons were also made using observed travel times and rates of insect capture. As distance increased, (1) the observed sizes of insects carried approached the values predicted by the Orians-Pearson model, (2) observed foraging times diverged from the predicted values, and (3) birds spent more time foraging between round trips in a relatively unprofitable area near the colony. These results are examined in light of the theory of central place foraging. © 1982.",Article,Scopus
"Antlfinger A.E.","Genetic neighborhood structure of the salt marsh composite, Borrichia frutescens",1982,"Journal of Heredity","73","2",,"128","132",,"10.1093/oxfordjournals.jhered.a109595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000873320&doi=10.1093%2foxfordjournals.jhered.a109595&partnerID=40&md5=d553dc0f66319699d22933ff54ec4261","The genetic neighborhood structure of the salt marsh composite, Borrichia frutescens, was determined with measured outcrossing rates and pollinator movements. Complete outbreeding was found for this species using the mixing mating model and genotypic frequency distributions for a polymorphic locus controlling the enzyme glutamate oxaloacetate transaminase (GOT). Pollinator observations confirmed this high outcrossing rate. Pollinator flight distributions were significantly leptokurtic within stands of B. frutescons suggesting restricted pollen flow. The foraging behavior of bees and butterflies were similar, but long-distance flights were not monitored. The effective neighborhood size of B. frutescens was 20-30 individuals and the neighborhood area was less than one square meter. Although this neighborhood structure suggests the potential for local differentiation, no deviations from random mating were observed in the genotypic frequency distributions of GOT. © 1982, American Genetic Association.",Article,Scopus
"Zimmerman M.","Optimal foraging, plant density and the marginal value theorem",1981,"Oecologia","49","2",,"148","153",,"10.1007/BF00349181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250246091&doi=10.1007%2fBF00349181&partnerID=40&md5=5dc938d6e13e82ed1f04dd4a248b75f2","The stochastic, discrete analogue of the marginal value theorem predicts that as the cost of moving between plants increases, bees should increase the percentage of the available flowers which they visit per plant. This prediction was tested using two populations of Polemonium foliosissimum and their primary pollinators Bombus flavifrons and B. bifarius. The results of these tests were equivocal. Bees did not perform exactly as the marginal value theorem predicted they should to maximize their rate of net energy intake. Instead of visiting more flowers per plant as movement costs increased bees were observed to alter their behavior in other ways in an attempt to maximize their rate of net energy intake. They were demonstrated to be flying randomly with respect to direction, flying short flight distances relative to the plant spacing distances encountered, flying predominately between nearest neighbor plants, and to be visiting flowers of other plant species while enroute from one P. foliosissimum flower to another P. foliosissimum flower. Such behavioral flexibility strongly implies that optimal foraging models which predict a shift in any particular behavior in response to environmental conditions are too simplistic to accurately predict foraging behavior. © 1981 Springer-Verlag.",Article,Scopus
"Otis G.W., Winston M.L., Taylor O.R., Jr.","Engorgement and Dispersal of Africanized Honeybee Swarms",1981,"Journal of Apicultural Research","20","1",,"3","12",,"10.1080/00218839.1981.11100464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039754457&doi=10.1080%2f00218839.1981.11100464&partnerID=40&md5=77d3f942ce22f8fd957cd034bd36c1e9","The contribution of pre-swarming engorgement by workers to the energetics of long-distance dispersal by swarms of Africanized honeybees was examined, by measuring the volumes and concentrations of nectar from honey sacs of bees from different types of swarms. The extent of worker engorgement varied with the type of swarm; in order of decreasing volumes of honey sac contents, these were: (1) absconding swarms, (2) prime swarms. (3) afterswarms, (4) in-transit swarms, (5) colonizing swarms. Relative to body weight, Africanized honeybees carried greater weights of nectar than have been reported for European honeybees. Calculations based on our measurements of engorgement, and estimates of metabolic rates, indicate that the maximum flight range for reproductive and absconding swarms was 64 km and 131 km, respectively. Colonizing reproductive swarms were moderately engorged, which suggests that these swarms had moved relatively short distances. These observations are insufficient to account for the observed rate of population expansion of Africanized honeybees. The possibility that workers forage from swarms is discussed; such foraging could greatly extend the in-transit period and the distance moved by swarms. Engorgement is discussed as a factor influencing the fitness of swarms. © 1981 International Bee Research Association.",Article,Scopus
"MARDEN J.H., WADDINGTON K.D.","Floral choices by honeybees in relation to the relative distances to flowers",1981,"Physiological Entomology","6","4",,"431","435",,"10.1111/j.1365-3032.1981.tb00658.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981566309&doi=10.1111%2fj.1365-3032.1981.tb00658.x&partnerID=40&md5=91805134709cac5c611b2274ef824e42","ABSTRACT. Honeybees (Apis mellifera L.) were presented with a series of binary choices between two equally rewarding yellow or blue artificial flowers. When flowers were placed equidistant from each other, the bees maintained high degrees of constancy to one flower colour. When flowers were spaced unequally, the bees most often chose to visit the closest flower, as is predicted by an optimal foraging model. Copyright © 1981, Wiley Blackwell. All rights reserved",Article,Scopus
"Greenberg B., Bindokas V.P., Gauger J.R.","Biological effects of a 765‐kV transmission line: Exposures and thresholds in honeybee colonies",1981,"Bioelectromagnetics","2","4",,"315","328",,"10.1002/bem.2250020404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019762317&doi=10.1002%2fbem.2250020404&partnerID=40&md5=27e7b94bc882b2b4620f8e153f261e4c","Honeybee colonies exposed under a 765‐kV, 60‐Hz transmission line at 7 kV/m show the following sequence of effects: 1) increased motor activity with transient increase in hive temperature; 2) abnormal propolization; 3) impaired hive weight gain; 4) queen loss and abnormal production of queen cells; 5) decreased sealed brood; and 6) poor winter survival. When colonies were exposed at 5 different E fields (7, 5.5, 4.1, 1.8, and 0.65–0.85 kV/m) at incremental distances from the line, different thresholds for biologic effects were obtained. Hive net weights showed significant dose‐related lags at the following exposures: 7 kV/m, one week; 5.5 kV/m, 2 weeks; and 4.1 kV/m, 11 weeks. The two lowest exposure groups had normal weight after 25 weeks. Abnormal propolization of hive entrances did not occur below 4.1 kV/m. Queen loss occurred in 6 of 7 colonies at 7 kV/m and 1 of 7 at 5.5 kV/m, but not below. Foraging rates were significantly lower only at 7 and 5.5 kV/m. Hive weight impairment and abnormal propolization occur at lower E‐field intensity than other effects and limit the “biological effects corridor” of the transmission line to approximately 23 m beyond a ground line projection of each outer phase wire. Intrahive E fields of 15–100 kV/m were measured with a displacement current sensor. Step‐potential‐induced currents up to 0.5 μA were measured in an electrically equivalent bee model placed on the honeycomb in a hive exposed at 7 kV/m. At 1.8 kV/m body currents were a few nanoamperes, or two orders of magnitude lower, and these colonies showed no effects. E‐field versus electric shock mechanisms are discussed. Copyright © 1981 Wiley‐Liss, Inc., A Wiley Company",Article,Scopus
"Waddington K.D.","Flight patterns of foraging bees relative to density of artificial flowers and distribution of nectar",1980,"Oecologia","44","2",,"199","204",,"10.1007/BF00572680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000247545&doi=10.1007%2fBF00572680&partnerID=40&md5=859df46f145feabd0c59acfd5b574dc3","Flight patterns of honeybees (Apis mellifera ligustica) were quantified as the bees foraged among artificial 'flowers' for sugar solution ('nectar'). Bees exhibited considerable directionality on successive flights which minimized repeat visits to flowers and they usually made short flights to nearby flowers, thus minimizing flight time. The change in direction on successive flights between flowers were independent of the number of immediately preceding consecutive rewarding visits but decreased as the number of non-rewarding visits increased. Flight distances were short after visits to rewarding flowers but increased as the number of immediately preceding non-rewarding visits increased. The bees' rate of caloric intake (calories/time) was highest at the floral arrays having the highest density, and it was greater at arrays with clumped nectar-distributions than at those with randomly distributed nectar. These findings are explained in terms of the observed flight patterns. © 1980 Springer-Verlag.",Article,Scopus
"Koeniger N., Vorwohl G.","Competition for food among four sympatric species of apini in sri lanka (apis dorsata, apis cerana, apis florea and trigona iridipennis)",1979,"Journal of Apicultural Research","18","2",,"95","109",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041650729&partnerID=40&md5=4affecbc9d29a194a2d375efd26c626a","Competition experiments at an artificial feeding dish revealed interactions among the species according to body size: Trigona attacked mainly A. florea and A. cerana; A. florea reacted to A. cerana, and A. cerana attacked A. dorsata. In exclusion experiments, smaller species proved more successful than larger ones. Altogether 51 comb samples with honey and pollen stores were examined microscopically; 46 pollen types recorded are listed, and most of them identified. The average number of different pollens in individual samples, and the absolute number in all samples from one bee species, were highest for T. iridipennis and lowest for A. dorsata. There was a correlation between the aggressiveness of a bee species and the versatility of the pollens in food stores. For some of the most common bee plants, correlations were found between body size of the bee species and the frequency of occurrence of the pollen grains in its food stores. Competition for food is not a limiting factor for the co-existence of the four bees studied. The disadvantage of the limited flight range of a small species is compensated by a more aggressive behaviour, which allows it to defend food sources in its smaller territory, and then to prevent disastrous competition. © 1979 International Bee Research Association.",Article,Scopus
"Heinrich B.","Resource heterogeneity and patterns of movement in foraging bumblebees",1979,"Oecologia","40","3",,"235","245",,"10.1007/BF00345321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250269007&doi=10.1007%2fBF00345321&partnerID=40&md5=83ff0cf97ee6fb99926eaf16de40ce9c","Differences in the foraging behavior of B. terricola workers on white clover, Trifolium repens, were examined on previously unvisited (filled) and depleted flowers, and as a function of flower-head density. 1. The number of florets visited per unit time was independent of flower head density from 20 to at least 290 heads/m2, in part because the bees utilized more florets per head at low flower head densities, and also because they approached but rejected more flower heads at high rather than at low flower head densities. 2. Previously visited clover-heads were approached but often rejected, while unvisited heads were not rejected. 3. The bees behaved markedly different while foraging in patches of flowers which were available to all foragers, than in those which had been screened and contained on the average 3.9 times more sugar; they tendent to move through depleted areas and to concentrate in rich areas. On successive flower-head visits in depleted areas they moved more forward than backward (82% vs. 18%), while in rich areas they tended to move almost as much backward as forward 47% vs. 53%). 4. The distances of inter-head moves were approximately twice as long in depleted as in rich areas. 5. The bees visited almost as many florets per unit time in the rich as in the depleted areas (32 vs. 35 per min). But in the rich patches they probed on the average into 11.6 florets per head in contrast to only 2.3 florets per depleted head. 6. In an experiment with B. vagans workers foraging from Aconitum napellus inflorescences, the bees did not reject previously visited flowers, and they moved upward in successive flower visits on inverted as well as on unaltered inflorescences. On horizontal inflorescences they moved both right and left. The movements are not a direct response to nectar differences, nor to differences in average nectar distributions. The systematic foraging behavior on vertical inflorescences may thus be a mechanism of reducing the revisiting of just-emptied flowers. © 1979 Springer-Verlag.",Article,Scopus
"Gary N.E., Witherell P.C., Marston J.M.","Distribution and foraging activities of honeybees during almond pollination",1978,"Journal of Apicultural Research","17","4",,"188","194",,"10.1080/00218839.1978.11099926","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038691106&doi=10.1080%2f00218839.1978.11099926&partnerID=40&md5=05c4df4726782f87ba177ce5d197b03a","A magnetic capture-recapture system was used to study the distribution and foraging activities of 1513 honeybees from 60 apiaries in 5 almond orchards (area 9 km2) in California, USA. Bees tended to forage near the apiary from which they flew. Where there was intense competition, owing to high hive densities, foragers dispersed to orchards containing fewer hives. There were significantly more foragers in populous than in small colonies, but the distance at which they foraged was not affected by colony size. The mean nectar load was 5·9 µl, and its mean sugar concentration 43·9%. Pollen collection and foraging distance were similar for Hy-Queen and for common Italian stocks. © 1978 International Bee Research Association.",Article,Scopus
"Anderson A.M.","Parameters determining the attractiveness of stripe patterns in the honey bee",1977,"Animal Behaviour","25","PART 1",,"80","87",,"10.1016/0003-3472(77)90069-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0017595432&doi=10.1016%2f0003-3472%2877%2990069-0&partnerID=40&md5=355b7df628172af8300511ac1b0034d3","Foraging honey bees were found to approach some stripe patterns more frequently than others, the most attractive patterns being ones with narrow stripes spaced a small distance apart. The attractiveness value of a pattern could be predicted by the function 1/(w)(sp); where (w) is the stripe width and (sp) the width of the interval between stripes. This measure was applied to the nectar guide patterns found occurring naturally on flowers. The floral patterns had attractiveness values corresponding to the highest levels found experimentally. It is suggested that these patterns act as a near distance signal for the bee to land. © 1977.",Article,Scopus
"Waller G.D., Waters N.D., Erickson E.H., Martin J.H.","The use of potassium to identify onion nectar-collecting honey bees",1976,"Environmental Entomology","5","6",,"780","782",,"10.1093/ee/5.4.780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748427179&doi=10.1093%2fee%2f5.4.780&partnerID=40&md5=9053b9f3dda0689c4fc77aa726ebfcde","The potassium content of nectar loads from honey bees, Apis mellifera L., returning from foraging trips was used as an index of bee activity on onion, Allium cepa L. The percentage of nectar-gathering bees that had loads of onion nectar was highest for those colonies located beside the field and decreased with increased distance from the field. Onion nectar-collecting bees made up a larger percentage of nectar foragers during the 1 st week after the colonies were moved to the field than during subsequent weeks. © 1976 Entomological Society of America.",Article,Scopus
"Gary N.E., Witherell P.C., Marston J.M., Witherell P.C.","The inter—and intra-orchard distribution of honeybees during almond pollination",1976,"Journal of Apicultural Research","15","1",,"43","50",,"10.1080/00218839.1976.11099832","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013441240&doi=10.1080%2f00218839.1976.11099832&partnerID=40&md5=35587d76489647715c571f477c46c4cc","The distribution of foraging honeybees was determined, by a magnetic capture-recapture system, for 703 colonies in 9 almond orchards within an area of 9 km2 near Dixon, California. Flight distances and directions were recorded for 2052 bees. The mean foraging range of bees from various apiaries within orchards varied from 80 to 261 m; it depended greatly upon the spatial distribution of apiaries. Inter-orchard flights were appreciable from orchards with high colony densities (c. 8/ha) to orchards without colonies or with low colony densities. In large production areas, pollination districts are suggested for co-ordinating the distribution of colonies for maximal foraging efficiency, and for equitable distribution of colony costs among the growers. © 1976 International Bee Research Association.",Article,Scopus
"Gould J.L.","Communication of distance information by honey bees",1975,"Journal of Comparative Physiology ■ A","104","2",,"161","173",,"10.1007/BF01379457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016792437&doi=10.1007%2fBF01379457&partnerID=40&md5=e25b4ed82b79d8e71f503ecf7a4c44c8","A method is described by which information from odors specific to the vicinity of forager stations can be separated from symbolic dance-language information. Under these conditions, most recruits use the symbolic cues. A series of distance experiments is reported in which mean recruit accuracy was found to be ±11-12%. When Wenner's training technique was used, recruit accuracy fell to ±36%. When von Frisch's techniques were used, recruit accuracy rose slightly to ±9%. The implications of these results for the dance-language controversy are discussed. © 1975 Springer-Verlag.",Article,Scopus
"Chaud-Netto J.","Flight Behaviour Studies on Diploid Drones of Africanized Honeybees, Apis Mellifera Adansonii",1975,"Journal of Apicultural Research","14","3-4",,"137","139",,"10.1080/00218839.1975.11099817","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952123771&doi=10.1080%2f00218839.1975.11099817&partnerID=40&md5=4269c0746591164222efae16be5ba99a","Marked drones (25 diploid and 22 haploid) were released in a colony, and observations on the duration of their flights were carried out for 5 hours per day on 8 days between 19th May and 5th June. Twenty diploid drones left the hive but only 5 returned, whereas 11 haploid drones flew and all returned. The 5 diploids which returned made a total of 13 flights, varying between 10·5 and 55 minutes in duration (mean 26·3±15·18 min); the 11 haploids made 17 flights (range 4·0–30·0 min, mean 15·0±6·73 min). © 1975 International Bee Research Association.",Article,Scopus
"Gould J.L.","Honey bee communication",1974,"Nature","252","5481",,"300","301",,"10.1038/252300a0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016350277&doi=10.1038%2f252300a0&partnerID=40&md5=1674c0fb92c0fad6f4b5e71139a8aa4c","MORE than fifty years ago von Frisch demonstrated that foraging honey bees aroused the interest of potential recruits by means of a 'dance'1. These experiments showed that the forager's body provides sufficient information about the odour of the food source to enable other bees to find that food in the field. In addition von Frisch demonstrated that foragers also leave odours at the food source which aid recruits in their searches1,2. Von Frisch later found that the dance also contains distance and direction information which the recruits seem able to use3,4. © 1974 Nature Publishing Group.",Article,Scopus
"Osgood C.E.","Relocation of nesting populations of megachile rotundata, an important pollinator of alfalfa",1974,"Journal of Apicultural Research","13","1",,"67","73",,"10.1080/00218839.1974.11099761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951580056&doi=10.1080%2f00218839.1974.11099761&partnerID=40&md5=bf3c8c4bfa6177e452f849375dc724f5","Population losses following relocation of nesting female Megachile rotundata, were studied under a variety of environmental conditions. Heavy losses (over 50%) occurred when bees were moved: from nesting sites with many prominent landmarks into alfalfa fields with few landmarks; from fields with abundant foraging blossoms into fields with little bloom; and when strong winds prevailed (over 48 km/h). Losses were much lower when bees were moved: with their original shelters, and into areas similar in landmark composition to the original nesting sites; with their original shelters through only a short distance (100 m); after conditioning to a coloured shelter before a short-distance move; into areas with sufficient bloom to maintain themselves; during periods of low wind speed (under 16 km/h). These results form the basis for recommendations for the commercial transfer of this leaf-cutter bee for alfalfa pollination. © 1974 International Bee Research Association.",Article,Scopus
"Dhaliwal H.S., Sharma P.L.","Foraging range of the indian honeybee",1974,"Journal of Apicultural Research","13","2",,"137","141",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919948333&partnerID=40&md5=5af49ac3610559afebcdb701cb81b3bb","Apis cerana indica bees were trained to visit dishes containing scented sugar syrup at sites which entailed flying up or down hill slopes with different gradients. It was found that practically all the foraging bees collected syrup up to about 650 m from the hive along gentle gradients (below 10°), and up to 250–300 m along steep gradients (above 20°). Taking 75% of the total foragers as the major foraging force of a colony, the economic foraging range was estimated to be not more than 800 m over gentle slopes in a hilly terrain under the temperate and climatic conditions of the western Himalayas, and about half this distance over the steep slopes. The maximum range recorded for a single forager was 1423 m along a gentle slope, and 809 m along a steep slope. © 1974 International Bee Research Association.",Article,Scopus
"Dhaliwal H.S., Sharma P.L.","The foraging range of the indian honeybee on two crops",1973,"Journal of Apicultural Research","12","2",,"131","134",,"10.1080/00218839.1973.11099739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950439514&doi=10.1080%2f00218839.1973.11099739&partnerID=40&md5=0990c0531fa1cd5637f8a5417f1646b3","Counts were made of Apis cerana indica foraging on cauliflower and barberry flowers at different distances from the hive, during April 1970 and 1971. The maximum foraging distance on cauliflower was 900 m and on barberry 1100 m. 75% of the foragers were counted within 400 m of the hive on cauliflower and within 600–700 m on barberry. The pattern of forager distribution on the large continuous area of cauliflower was more regular than on the scattered areas of wild barberry. © 1973 International Bee Research Association.",Article,Scopus
"Naim M., Phadke K.G.","Flight range of apis cerana indica when enticed to a feeding dish",1972,"Journal of Apicultural Research","11","3",,"167","169",,"10.1080/00218839.1972.11099718","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903484511&doi=10.1080%2f00218839.1972.11099718&partnerID=40&md5=917b0d445d579b25a3df4329cced8462","The maximum flight range recorded at Pusa, Bihar, India, was about 1040 m. The usual flight range did not appear to exceed about 900 m; beyond this the number of bees visiting a feeding dish declined sharply. © 1972 International Bee Research Association.",Article,Scopus
"Mautz D.","Communication effect of wag-tail dances of Apis mellifera carnica (Pollm.) [Der Kommunikationseffekt der Schwänzeltänze bei Apis mellifica carnica (Pollm.)]",1971,"Zeitschrift für Vergleichende Physiologie","72","2",,"197","220",,"10.1007/BF00297822","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010318856&doi=10.1007%2fBF00297822&partnerID=40&md5=f703903ad96cc3946744d179b124a331","1. From colonies with individually labelled bees (Apis mellifera carnica) single foragers were trained to an artificial food source. In the hive every dance follower (Nachtänzerin) was recorded. At the feeding station every newly arrived bee was registered and captured (4 experimental series, flight distance 100, 200, and 400 m). In one series the flight duration of every follower was registered. 2. 32 % of those bees, which had followed the trained bees dances, were successful in finding the goal (mean percentage from all series, Table 1). We call the percentage of successful recruits ""communication efficiency"". 3. According to the successless attendants, more than half of these bees did not leave the hive (100 m), i.e. they had not been recruited. However, 60% of those, which had left the hive, were successful and found the goal (Table 2). 4. The attendants followed 6.9-12.8 dances on the average. The successful attendants had followed more dances than those which did not find the goal: in the 100 and 200 m series they had followed 1.5-1.8 times more dances, in the 400 m series 4.3 times more dances than the successless attendants (Table 3). 5. The number of dances followed (Tanzverfolgungen) was correlated to 4-5 waggling cycles. One bee found the goal (400 m distance), after it had followed 5 waggling cycles only. 6. The newcomers averaged a flight duration of 3.8 min (100 m) and 3.2 min (200 m) from the hive to the goal; the other attendants showed flights of 7.3 min (100 m) and 7.2 min (200 m) duration and returned to the hive without success (Table 6). © 1971 Springer-Verlag.",Article,Scopus
"Janzen D.H.","Euglossine bees as long-distance pollinators of tropical plants",1971,"Science","171","3967",,"203","205",,"10.1126/science.171.3967.203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000425792&doi=10.1126%2fscience.171.3967.203&partnerID=40&md5=8d42ed796df46b87087c9b57be58ca21","Euglossine bees may return to a nest from as far away as 23 kilometers in a tropical rain forest. These bees apparently forage long distances and visit the same plants repeatedly along a feeding route. They probably promote outcrossing among tropical plants with low population density; therefore, they may permit the existence of plant species whose densities have been forced very low by such things as competition and predators on seeds and seedlings.",Article,Scopus
"Frisch K.v.","The role of dances in recruiting bees to familiar sites",1968,"Animal Behaviour","16","4",,"531","533",,"10.1016/0003-3472(68)90047-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000299782&doi=10.1016%2f0003-3472%2868%2990047-X&partnerID=40&md5=72b92dc01678868cac181b68167e873c","Forager bees remaining inactive on the comb when their food source is temporarily exhausted can be induced to fly out again after food is re-supplied by coming into contact with a successful returning forager even without a dance. But contact with a dancing bee is much more effective. When two groups of bees from the same colony have visited two scentless feeding places one of which is close to the hive and the other further away, and one place is resupplied with food after a break in feeding at both, the contact with a dancer indicating the accustomed feeding site is much more effective than contact with a strange dancer indicating the unfamiliar location. The same can be observed if the two places are at equal distance but lie at 100 ° to each other. Under natural conditions foraging groups of the same colony usually exploit food sources with different scents simultaneously. If the profitability of one food source decreases, the intensity of the dances in favour of this place also declines. Members of the group can be induced to visit a better source by more intense dances of another group. So the whole collecting activity of a colony can be adapted to the changing conditions. In the same way scout bees perform their dances on the swarm, having explored different potential nest sites; the better the site the more intense the dance. This results finally in all groups that initially advertised different goals agreeing on the best site. © 1968.",Article,Scopus
