PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Luo, SX; Zhang, DX; Renner, SS",,,,"Luo, Shixiao; Zhang, Dianxiang; Renner, Susanne S.",,,"Oxalis debilis in China: Distribution of flower morphs, sterile pollen and polyploidy",ANNALS OF BOTANY,,,,,,,,,,,,"Background and Aims Oxalis debilis is a South American tristylous species that is currently naturalizing in China. Based on field observations and herbarium data a report is made on its pollination, morph frequencies, pollen viability, seed set and chromosome number. In addition, a new chromosome count for the species in Africa is provided. Methods Field observations were conducted in six provinces in south-east China. Flower visitors were recorded and nectar sugar was measured with a refractometer. The species' compatibility system was determined by carrying out experimental self- and cross-pollinations on bagged inflorescences. Stigma receptivity and pollen viability was determined using the MTT test. Key Results and Conclusions Populations of O. debilis in China contain either the mid-style-length morph or the short morph, but not both. Pollination is by nectar- and pollen-foraging bees; pollen viability is low; and seed set in natural and experimentally self- or cross-pollinated flowers is extremely low. Chromosome counts indicate that O. debilis contains diploid and tetraploid forms in its native as well as introduced range, which does not support a previous hypothesis that the predominant vegetative reproduction in this species is an escape from pentaploidy.",,,,,"Zhang, Dianxiang/0000-0001-6549-8872",,,,,,,,,,,,0305-7364,,,,,AUG,2006,98,2,,,,,459,464,,10.1093/aob/mcl121,,,,,,,WOS:000239630500018,16735406,,,,
J,"Alcock, J; Simmons, LW; Beveridge, M",,,,"Alcock, John; Simmons, Leigh W.; Beveridge, Maxine",,,"Does variation in female body size affect nesting success in Dawson's burrowing bee, Amegilla dawsoni (Apidae : Anthophorini)?",ECOLOGICAL ENTOMOLOGY,,,,,,,,,,,,"1. Females of Dawson's burrowing bees vary in body weight over a twofold range. Despite the potential for differences in body weight to affect several aspects of the competition among nesting females, no clear advantages were documented for larger females. 2. Nesting females were not consistently larger than emerging females, nor was there a consistent relationship between body size and the weight of pollen and nectar carried to the nest on provisioning trips. At one nesting location, larger females did not produce larger pre-pupal offspring nor did they produce offspring at a faster rate than their smaller nesting companions. 3. In addition, large body size was not associated with greater success in nest defence despite the fact that nesting females regularly encountered intruders in their burrows. Residency, not body size, determined the outcome of almost all contests for control of a nest burrow. The absence of a large body size effect here appears to stem from an intruder strategy designed to enable nest-searching females to acquire burrows that had been abandoned through death or dispersal of their original owners rather than securing existing nests through an aggressive takeover strategy. 4. Thus, although large body size conveys significant fitness advantages to males, this attribute does not promote female success in either provisioning or defending their nests.",,,,"Simmons, Leigh W/B-1815-2011","Simmons, Leigh W/0000-0003-0562-1474",,,,,,,,,,,,0307-6946,,,,,AUG,2006,31,4,,,,,352,357,,10.1111/j.1365-2311.2006.00791.x,,,,,,,WOS:000239120600010,,,,,
J,"Westphal, C; Steffan-Dewenter, I; Tscharntke, T",,,,"Westphal, Catrin; Steffan-Dewenter, Ingolf; Tscharntke, Teja",,,Foraging trip duration of bumblebees in relation to landscape-wide resource availability,ECOLOGICAL ENTOMOLOGY,,,,,,,,,,,,"1. The study tested the hypotheses that bumblebees have shorter foraging trips in environments that provide abundant resources than in environments that provide sparse resources, and that shorter foraging trips translate into greater colony growth. 2. Six even-aged Bombus terrestris colonies were established in contrasting resource environments. Three colonies had access to abundant resources (Phacelia tanacetifolia fields with high flower densities), and three colonies were placed in an environment with sparse resources (scattered semi-natural habitats with food plants at lower densities). 3. A total of 870 foraging trips of 220 marked B. terrestris foragers were observed using automated camcorder recordings. 4. The duration of foraging trips was shorter in environments with abundant resources (66 +/- 4.6 min) than in environments with sparse resources (82 +/- 3.7 min). Within 34 days colonies that had access to abundant resources gained significantly more weight (129 +/- 40 g) than colonies foraging on sparse resources (19 +/- 7 g). 5. Thus, the spatial distribution and quality of resources at landscape level affected the duration of foraging trips and the colony growth. It was concluded that future conservation schemes need to improve the spatial and temporal availability of resources in agricultural landscapes to counteract the ongoing decline of bumblebees.",,,,"Tscharntke, Teja/N-5123-2014; Westphal, Catrin/F-9560-2015","Westphal, Catrin/0000-0002-2615-1339; Steffan-Dewenter, Ingolf/0000-0003-1359-3944",,,,,,,,,,,,0307-6946,1365-2311,,,,AUG,2006,31,4,,,,,389,394,,10.1111/j.1365-2311.2006.00801.x,,,,,,,WOS:000239120600014,,,,,
J,"Thomson, JD",,,,"Thomson, James D.",,,Tactics for male reproductive success in plants: contrasting insights of sex allocation theory and pollen presentation theory,INTEGRATIVE AND COMPARATIVE BIOLOGY,,,,,Symposium on Sexual Selection and Mating Systems in Hermaphrodites held at the Annual Meeting of the Society-for-Integrative-and-Comparative-Biology,"JAN 04-08, 2005","San Diego, CA",Soc Integrat & Comparat Biol,,,,"The basic tenet of sex allocation theory is that an organism's reproductive success, through either male or female function, can be represented as a sex-specific, monotonic, increasing function of the organism's investment of resources in that function. The shapes of these curves determine what patterns of resource allocation can be evolutionarily stable. Although SA theory has stimulated creative thinking about plant sexual tactics, quantifying the shapes of male and female gain curves has proven so difficult that other approaches must be considered. I contrast sex allocation theory to a different, emerging viewpoint, pollen presentation theory (PPT), which attempts to address variation in reproductive success by measuring and modeling the quantitative fates of pollen grains. Models suggest that RS through male function depends heavily on the packaging and gradual dispensing of pollen to pollinators, even with the amount of investment held constant. Many plants do deploy pollen gradually, through morphological and ""behavioral"" mechanisms that range from obvious to subtle. They may thereby influence many aspects of the evolution of sexual modes in plants, including transitions between dioecy and cosexuality. After reviewing the main implications of the models, I discuss recent work aimed at testing some key assumptions and predictions by functional and comparative studies in the genus Penstemon. Species of Penstemon conform to PPT predictions that bee-adapted flowers will restrict per-visit pollen availability more than hummingbird-adapted flowers.",,,,,,,,,,,,,,,,,1540-7063,,,,,AUG,2006,46,4,,,,,390,397,,10.1093/icb/icj046,,,,,,,WOS:000239600100005,21672751,,,,
J,"Westphal, C; Steffan-Dewenter, I; Tscharntke, T",,,,"Westphal, Catrin; Steffan-Dewenter, Ingolf; Tscharntke, Teja",,,Bumblebees experience landscapes at different spatial scales: possible implications for coexistence,OECOLOGIA,,,,,,,,,,,,"Coexistence in bumblebee communities has largely been investigated at local spatial scales. However, local resource partitioning does not fully explain the species diversity of bumblebee communities. Theoretical studies provide new evidence that partitioning of space can promote species coexistence, when species interact with their environment at different spatial scales. If bumblebee species possess specific foraging ranges, different spatial resource utilisation patterns might operate as an additional mechanism of coexistence in bumblebee communities. We investigated the effects of the landscape-wide availability of different resources (mass flowering crops and semi-natural habitats) on the local densities of four bumblebee species at 12 spatial scales (landscape sectors with 250-3,000 m radius) to indirectly identify the spatial scales at which the bumblebees perceive their environment. The densities of all bumblebee species were enhanced in landscapes with high proportions of mass flowering crops (mainly oilseed rape). We found the strongest effects for Bombus terrestris agg. and Bombus lapidarius at large spatial scales, implying foraging distances of 3,000 and 2,750 m, respectively. The densities of Bombus pascuorum were most strongly influenced at a medium spatial scale (1,000 m), and of Bombus pratorum (with marginal significance) at a small spatial scale (250 m). The estimated foraging ranges tended to be related to body and colony sizes, indicating that larger species travel over larger distances than smaller species, presumably enabling them to build up larger colonies through a better exploitation of food resources. We conclude that coexistence in bumblebee communities could potentially be mediated by species-specific differences in the spatial resource utilisation patterns, which should be considered in conservation schemes.",,,,"Tscharntke, Teja/N-5123-2014; Westphal, Catrin/F-9560-2015","Westphal, Catrin/0000-0002-2615-1339; Steffan-Dewenter, Ingolf/0000-0003-1359-3944",,,,,,,,,,,,0029-8549,1432-1939,,,,AUG,2006,149,2,,,,,289,300,,10.1007/s00442-006-0448-6,,,,,,,WOS:000239735300011,16758219,,,,
J,"Chung, JM; Lee, BC; Kim, JS; Park, CW; Chung, MY; Chung, MG",,,,"Chung, Jae Min; Lee, Byeung Cheun; Kim, Jin Seok; Park, Chong-Wook; Chung, Mi Yoon; Chung, Myong Gi",,,Fine-scale genetic structure among genetic individuals of the clone-forming monotypic genus Echinosophora koreensis (Fabaceae),ANNALS OF BOTANY,,,,,,,,,,,,"Background and Aims For rare endemics or endangered plant species that reproduce both sexually and vegetatively it is critical to understand the extent of clonality because assessment of clonal extent and distribution has important ecological and evolutionary consequences with conservation implications. A survey was undertaken to understand clonal effects on fine-scale genetic structure (FSGS) in two populations (one from a disturbed and the other from an undisturbed locality) of Echinosophora koreensis, an endangered small shrub belonging to a monotypic genus in central Korea that reproduces both sexually and vegetatively via rhizomes. Methods Using inter-simple sequence repeats (ISSRs) as genetic markers, the spatial distribution of individuals was evaluated using Ripley's L(d)-statistics and quantified the spatial scale of clonal spread and spatial distribution of ISSR genotypes using spatial autocorrelation analysis techniques (join-count statistics and kinship coefficient, F-ij) for total samples and samples excluding clones. Key Results A high degree of differentiation between populations was observed (Phi(ST(g)) = 0.184, P < 0.001). Ripley's L(d)-statistics revealed a near random distribution of individuals in a disturbed population, whereas significant aggregation of individuals was found in an undisturbed site. The join-count statistics revealed that most clones significantly aggregate at <= 6-m interplant distance. The Sp statistic reflecting patterns of correlograms revealed a strong pattern of FSGS for all four data sets (Sp = 0.072-0.154), but these patterns were not significantly different from each other. At small interplant distances (<= 2 m), however, jackknifed 95 % CIs revealed that the total samples exhibited significantly higher F-ij values than the same samples excluding clones. Conclusion The strong FSGS from genets is consistent with two biological and ecological traits of E. koreensis: bee-pollination and limited seed dispersal. Furthermore, potential clone mates over repeated generations would contribute to the observed high F-ij values among genets at short distance. To ensure long-term ex situ genetic variability of the endangered E. koreensis, individuals located at distances of 10-12 m should be collected across entire populations of E. koreensis.",,,,,,,,,,,,,,,,,0305-7364,1095-8290,,,,JUL,2006,98,1,,,,,165,173,,10.1093/aob/mcl083,,,,,,,WOS:000238759600015,16675603,,,,
J,"Ishihama, F; Ueno, S; Tsumura, Y; Washitani, I",,,,"Ishihama, F.; Ueno, S.; Tsumura, Y.; Washitani, I.",,,"Effects of density and floral morph on pollen flow and seed reproduction of an endangered heterostylous herb, Primula sieboldii",JOURNAL OF ECOLOGY,,,,,,,,,,,,"1 We assessed the effects of population density and the spatial arrangement of genetically compatible mates on the seed set and pollen flow of a heterostylous, bumblebee-pollinated perennial, Primula sieboldii E. Morren (Primulaceae), by using an experimental population under natural pollination conditions. 2 We also examined the intermorph differences in the pollen dispersal distance and the frequency of self- and intramorph fertilization. 3 Seed set was significantly correlated with the number of opposite-morph flowers within 2 m in short-styled genets, and within 3 m in long-styled genets. 4 Mean pollen dispersal distance within the experimental population was 5.4 m, which was slightly shorter than that in a low-density population measured in a previous study (7.2 m). 5 The proportions of seedlings sired by the same morph or selfed were 10.2% and 3.0%, respectively, in long-styled mothers, compared with 1.9% and 0.0% among short-styled mothers. However, these differences were not statistically significant and no marked differences in pollen dispersal distances were observed between the two morphs. 6 Our results suggest that the presence of opposite-morph genets within several metres is essential for success of seed reproduction in P. sieboldii, irrespective of population density, and that stochastic deviation of the morph ratio in small populations is therefore likely to cause considerable reduction in seed set.",,,,"Ueno, Saneyoshi/G-6070-2010","Ueno, Saneyoshi/0000-0001-5571-0622",,,,,,,,,,,,0022-0477,1365-2745,,,,JUL,2006,94,4,,,,,846,855,,10.1111/j.1365-2745.2006.01122.x,,,,,,,WOS:000237972700012,,,,,
J,"Abe, T",,,,"Abe, T",,,Colonization of Nishino-Shima island by plants and arthropods 31 years after eruption,PACIFIC SCIENCE,,,,,,,,,,,,"Although many researchers have studied colonization, the process has rarely been observed on newly emerged oceanic islands. To describe the colonization process of a remote oceanic island, I investigated the flora, vegetation, and pollinators of Nishino-shima Island 31 yr after a major eruption in 1973. Nishino-shima Island, which is 22 ha in size, is located 1,000 kin south of mainland Japan. Vegetation cover had increased, especially on new lowland area, since a preliminary survey done 10 yr after the eruption, but plant species richness remained poor (only six species). Thus, the plant colonization rate (0.10 species/yr) was far slower than that of other volcanic islands such as Krakatau. Most plants (four species) had ocean-dispersed seeds, but two species were likely dispersed via attachment to seabirds. Despite colonization by only a few plant species, there were abundant flower visitors including ants, bugs, a butterfly, and a fly (but no bee species), and the average visitation rate per flower was 5.5 visits/12 hr in total observations. Most of the insects used multiple food sources, concurrently acting as scavengers or herbivores.",,,,"Abe, Tetsuto/D-6112-2017","Abe, Tetsuto/0000-0002-4726-7795",,,,,,,,,,,,0030-8870,,,,,JUL,2006,60,3,,,,,355,365,,10.1353/psc.2006.0014,,,,,,,WOS:000238757100003,,,,,
J,"Lamprecht, I; Maierhofer, C; Rollig, M",,,,"Lamprecht, I.; Maierhofer, C.; Roellig, M.",,,A thermographic promenade through the Berlin botanic garden,THERMOCHIMICA ACTA,,,,,,,,,,,,"False colour infrared (IR) thermography was performed on a sunny summer day in the Berlin Botanic Garden. The main interest focused on blossoms of different size, colours and shapes: disk-, bowl- and funnel-like anatomy demonstrating various modes of light absorption and heating-up during the day. Some of the flowers were phototropic or even solar tracking. Blossom temperatures ranged from 18.0 to 33.3 degrees C (mean 26.3 +/- 2.5 C, S.D., n=37) at 21 degrees C air temperature. Several thermograms showed honey- and bumblebees also. In some cases the results are compared with those of a contact-free IR thermometry. One winter- and one late-spring-flowering plant are included in the overview. (c) 2006 Elsevier B.V. All rights reserved.",,,,"Maierhofer, Christiane/F-1407-2011; Rollig, Mathias/A-2456-2010",,,,,,,,,,,,,0040-6031,1872-762X,,,,Jul-01,2006,446,1-Feb,,,SI,,4,10,,10.1016/j.tca.2006.02.039,,,,,,,WOS:000238792900003,,,,,
J,"Britschgi, A; Spaar, R; Arlettaz, R",,,,"Britschgi, Adrian; Spaar, Reto; Arlettaz, Raphael",,,"Impact of grassland farming intensification on the breeding ecology of an indicator insectivorous passerine, the Whinchat Saxicola rubetra: Lessons for overall Alpine meadowland management",BIOLOGICAL CONSERVATION,,,,,,,,,,,,"The decline of insectivorous farmland passerines has been attributed mostly to global decrease in arthropod availability, as a result of intensification of agricultural practices. The diminution of the Alpine Whinchat, once a widespread insectivorous passerine, has been ascribed to nest losses due to earlier and more frequent mowings. However, potential conjugated effects of deteriorated arthropod food availability had yet to be investigated. We compared food supply and nestling diet in intensively vs. traditionally managed grassland. Abundance and diversity of arthropods were much lower in intensive areas, where small-sized invertebrates, which do not enter nestling diet, were also predominant. Parents breeding in intensive habitats fed less biomass to nestlings than adults from traditional habitats. Nestling diet was less diverse and dominated by less profitable prey items in intensive than in traditional habitats. Feeding rate did not differ between the two habitats, but foraging distances from nest tended to be greater in intensive farmland. There were no significant differences in clutch sizes and hatching success with respect to management intensity, but fledging success was higher in traditional habitats. The recent intensification of farming practices has led to a decrease in the availability of grassland invertebrates, and of important Whinchat nestling food in particular, affecting parents' foraging efficiency and reproductive success. Conservation actions must not only reduce nest losses by postponing mowing, but should also promote grassland farming that is less detrimental to invertebrates. Dominant at the study site, organic grassland farming does seemingly not provide sufficient conditions for Alpine Whinchats. (c) 2005 Elsevier Ltd. All rights reserved.",,,,"Arlettaz, Raphael/O-2182-2016","Arlettaz, Raphael/0000-0001-6360-5339",,,,,,,,,,,,0006-3207,1873-2917,,,,JUN,2006,130,2,,,,,193,205,,10.1016/j.biocon.2005.12.013,,,,,,,WOS:000238674000004,,,,,
J,"Valdivia, CE; Gonzalez-Gomez, PL",,,,"Valdivia, Carlos E.; Gonzalez-Gomez, Paulina L.",,,A trade-off between the amount and distance of pollen dispersal triggered by the mixed foraging behaviour of Sephanoides sephaniodes (Trochilidae) on Lapageria rosea (Philesiaceae),ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,,,,,,,,,,,,"Nectar thieves may increase or decrease pollinator-mediated pollen flow and thus may have positive or negative effects on plant reproductive success. In temperate rainforests of South America, the hummingbird Sephanoides sephaniodes acts as both a pollinator and non-destructive nectar thief on Lapageria rosea. Although pollinators that also act as nectar thieves have the potential to significantly modify plant reproductive success, no previous study has addressed this. To determine how the mixed behaviour of S. sephanoides affects pollen flow, we experimentally exposed some flowers to nectar theft and excluded nectar thieves from other flowers. We then assessed pollen dispersal into the floral neighbourhood. Thieved flowers exported less pollen, but the pollen exported was transferred farther into the neighbourhood. Our findings indicate a trade-off between distance and amount of pollen flow. (c) 2006 Elsevier SAS. All rights reserved.",,,,,,,,,,,,,,,,,1146-609X,,,,,MAY-JUN,2006,29,3,,,,,324,327,,10.1016/j.actao.2005.12.005,,,,,,,WOS:000238910500011,,,,,
J,"Martin, AP; Carreck, NL; Swain, JL; Goulson, D; Knight, ME; Hale, RJ; Sanderson, RA; Osborne, JL",,,,"Martin, Andrew P.; Carreck, Norman L.; Swain, Jennifer L.; Goulson, Dave; Knight, Mairi E.; Hale, Roddy J.; Sanderson, Roy A.; Osborne, Juliet L.",,,A modular system for trapping and mass-marking bumblebees: applications for studying food choice and foraging range,APIDOLOGIE,,,,,,,,,,,,"Two new techniques for the study of bumblebee behavioural ecology are described. Interchangeable nest entrance modules allow (i) unimpeded bee traffic, (ii) trapping of incoming foragers for counting and removal of pollen loads; or (iii) colour marking of bees leaving the colony using dye powder. The forager traps captured all returning foragers while in place and 35% of them were carrying pollen loads. During the four week experiment, the percentage of mixed pollen loads decreased and the proportion of pollen loads from mass-flowering resources increased. The dye dispensers automatically marked 86% of foragers as they left the colony ( approximately 28 bees per hour), and 37% of returning bees were marked. Different colours were used for bees in each colony, which could then be observed in the field.",,,,"Goulson, David/A-2462-2010; Swain, Jennifer/C-5794-2017; Osborne, Juliet/I-6776-2012","Goulson, David/0000-0003-4421-2876; Swain, Jennifer/0000-0001-8522-1977; Carreck, Norman/0000-0001-7779-9736",,,,,,,,,,,,0044-8435,,,,,MAY-JUN,2006,37,3,,,,,341,350,,10.1051/apido:2006004,,,,,,,WOS:000238973800003,,,,,
J,"Janssens, X; Bruneau, E; Lebrun, P",,,,"Janssens, Xavier; Bruneau, Etienne; Lebrun, Philippe",,,Prediction of the potential honey production at the apiary scale using a Geographical Information System (GIS).,APIDOLOGIE,,,,,,,,,,,,"The objective of this work was to develop a method to predict the honey production of an apiary by means of landscape variables. A model was built using attractivity and productivity formulae based upon the flowering periods, the distances to the apiary, and the density and specific nectar productivity of the floral species surrounding the apiary. Honey harvests of 12 apiaries in Wallonie, Belgium ( Fig. 1), were recorded from 1998 to 2000. The plant species, location and absolute percentage of cover of nectar-producing (melliferous) plants within a radius of two km of each apiary were surveyed during the summer 2000. These data were encoded and geo-referenced with a Geographical Information System (GIS). This software used tables containing data from field survey and the theoretical melliferous potentials of encountered plants ( Tab. I). The model brought out the listing of foraged flowers and their potential honey productivity during flowering periods for each foraging area studied ( e. g. Fig. 3). The predictions of honey production (kg/hive/year) were compared to the actual production and the model explained 60% of the variance of the observations (F-1,F-10 = 37.76; P < 0.001; r(2) = 0.60; Fig. 2). Some tests of the sensitivity of the results to changing parameters showed the importance of a minimal 2-km radius to model the foraging range ( Tab. II). Taking into account landscape diversity, the abundance of areas containing dense melliferous flora was also essential. This work improves our understanding of the melliferous value of the landscape around an apiary. This model represents an interesting tool for beekeepers that would like to evaluate the potential honey production of an area and represents progress in the cartography of regional beekeeping potential.",,,,,,,,,,,,,,,,,0044-8435,,,,,MAY-JUN,2006,37,3,,,,,351,365,,10.1051/apido:2006006,,,,,,,WOS:000238973800004,,,,,
J,"Artz, DR; Waddington, KD",,,,"Artz, DR; Waddington, KD",,,"The effects of neighbouring tree islands on pollinator density and diversity, and on pollination of a wet prairie species, Asclepias lanceolata (Apocynaceae)",JOURNAL OF ECOLOGY,,,,,,,,,,,,"The Everglades (Florida, USA) is a mosaic of different habitats. Tropical and temperate trees grow on patches of high ground (tree islands) surrounded by lower elevation wetland communities (marl prairie). Tree islands of various sizes provide nesting substrate, larval host plants and floral resources for insect pollinators. Herbaceous plants in the open surrounding wetlands may also depend on these pollinators. We investigated pollinator diversity and abundances in both tree island and marl prairie habitats using transect sampling methods and estimated pollination success of the milkweed Asclepias lanceolata, an insect-pollinated marl prairie species, in relation to distance from and size of the closest tree island. On a total of 11 bayhead tree islands, we found that insect diversity and abundance were greater on the edge of larger tree islands (20-30 m(2)) than on smaller tree islands (5-10 m(2)). Pollinator diversity and abundance in the marl prairie decreased with increasing distance from tree islands. Pairs of potted A. lanceolata plants were placed in the marl prairie at distances up to 1000 m from small and large tree islands. Fruit and seed production were highest for plants placed less than 25 m from tree islands and decreased with increasing distance. Our results suggest that tree islands are an important source of pollinators for the plants in the tree island and surrounding wetland habitats. This landscape-based study illustrates how overall landscape structure affects important biotic interactions, particularly plant-pollinator relationships. Our findings have far-reaching ecological implications for the reproductive success of plants in small, isolated populations that may depend on insect vectors for pollination.",,,,,,,,,,,,,,,,,0022-0477,1365-2745,,,,MAY,2006,94,3,,,,,597,608,,10.1111/j.1365-2745.2006.01109.x,,,,,,,WOS:000236717700008,,,,,
J,"Ne'eman, G; Shavit, O; Shaltiel, L; Shmida, A",,,,"Ne'eman, Gidi; Shavit, Ofrit; Shaltiel, Liora; Shmida, Avi",,,Foraging by male and female solitary bees with implications for pollination,JOURNAL OF INSECT BEHAVIOR,,,,,,,,,,,,"Both male and female solitary bees visit flowers for rewards. Sex related differences in foraging efficiency may also affect their probability to act as pollinators. In some major genera of solitary bees, males can be identified from a distance enabling a comparative foraging-behavior study. We have simultaneously examined nectar foraging of males and females of three bee species on five plant species in northern Israel. Males and females harvested equal nectar amounts but males spent less time in each flower increasing their foraging efficiency at this scale. The overall average visit frequencies of females and males was 27.2 and 21.6 visits per flower per minute respectively. Females flew shorter distances increasing their visit frequency, relative foraging efficiency and their probability to pollinate. The proportion of conspecific pollen was higher on females, indicating higher floral constancy and pollination probability. The longer flights of males increase their probability to cross-pollinate. Our results indicate that female solitary bees are more efficient foragers; females seem also to be more efficient pollinators but males contribute more to long-distance pollen flow.",,,,"Ne'eman, Gidi/B-8907-2008",,,,,,,,,,,,,0892-7553,,,,,MAY,2006,19,3,,,,,383,401,,10.1007/s10905-006-9030-7,,,,,,,WOS:000240362900009,,,,,
J,"Kuhn-Buhlmann, S; Wehner, R",,,,"Kuehn-Buehlmann, Simone; Wehner, Ruedigner",,,"Age-dependent and task-related volume changes in the mushroom bodies of visually guided desert ants, Cataglyphis bicolor",JOURNAL OF NEUROBIOLOGY,,,,,,,,,,,,"Desert ants of the genus Cataglyphis are skillful long-distance navigators employing a variety of visual navigational tools such as skylight compasses and landmark guidance mechanisms. However, the time during which this navigational toolkit comes into play is extremely short, as the average lifetime of a Cataglyphis forager lasts for only about 6 days. Here we show, by using immunohistochemistry, confocal microscopy, and three-dimensional reconstruction software, that even during this short period of adult life, Cataglyphis exhibits a remarkable increase in the size of its mushroom bodies, especially of the visual input region, the collar, if compared to age-matched dark-reared animals. This task-related increase rides on a much smaller age-dependent increase of the size of the mushroom bodies. Due to the variation in body size exhibited by Cataglyphis workers we use allometric analyses throughout and show that small animals exhibit considerably larger task-related increases in the sizes of their mushroom bodies than larger animals do. It is as if there were an upper limit of mushroom body size required for accomplishing the ant's navigational tasks. (c) 2006 Wiley Periodicals, Inc.",,,,,,,,,,,,,,,,,0022-3034,,,,,MAY,2006,66,6,,,,,511,521,,10.1002/neu.20235,,,,,,,WOS:000237643200001,16555240,,,,
J,"Watts, CH; Didham, RK",,,,"Watts, CH; Didham, RK",,,Rapid recovery of an insect-plant interaction following habitat loss and experimental wetland restoration,OECOLOGIA,,,,,,,,,,,,"This study examined the impact of wetland habitat loss and isolation on an insect-plant interaction, and the subsequent rate of recovery of the interaction following experimental habitat restoration. We compared herbivore colonisation rates and herbivory damage by ""Batrachedra' sp. (Lepidoptera: Coleophoridae) on experimentally placed potted Sporadanthus ferrugineus (Restionaceae) plants at increasing distances (up to 800 m) from an intact habitat (the source population). These tests showed that even a moderate degree of isolation (i.e. greater than 400 m) from the intact wetland habitat caused an almost complete collapse of the insect-plant interaction, at least in the short term. The number of eggs and larvae of colonising ""Batrachedra' sp., as well as average larval size and the proportion of S. ferrugineus stems damaged, all decreased logarithmically with increasing distance from the intact habitat, presumably due to dispersal limitation of the herbivore. Subsequently, to test whether the interaction can recover following habitat restoration, we surveyed herbivore colonisation rates and herbivory damage on naturally regenerated S. ferrugineus plants on experimentally restored 'islands' at increasing distances (up to 800 m) from an intact habitat. The rate of recovery of the interaction was surprisingly rapid (i.e. between 196 and 308 weeks). The degree of difference in the density of eggs and larvae, and in the proportion of stems damaged with increasing isolation from the intact wetland, gradually diminished over 196 weeks. After 308 weeks there was no significant difference in the insect-plant interaction between the intact wetland sites and any of the experimentally restored sites up to 800 m away. These results suggest that some insect-plant interactions can recover rapidly from habitat loss with restoration management.",,,,"Didham, Raphael/B-5953-2011",,,,,,,,,,,,,0029-8549,1432-1939,,,,MAY,2006,148,1,,,,,61,69,,10.1007/s00442-005-0344-5,,,,,,,WOS:000236968700007,16429311,,,,
J,"Vladusich, T; Hemmi, JM; Zeil, J",,,,"Vladusich, T; Hemmi, JM; Zeil, J",,,Honeybee odometry and scent guidance,JOURNAL OF EXPERIMENTAL BIOLOGY,,,,,,,,,,,,"We report on a striking asymmetry in search behaviour observed in honeybees trained to forage alternately at one of two feeder sites in a narrow tunnel. Bees were trained by periodically switching the position of a sucrose reward between relatively short and long distances in the tunnel. Search behaviour was examined in the training tunnel itself and in a fresh tunnel devoid of scent cues deposited by bees during training. Bees tested in the fresh tunnel exhibited a bias towards the shorter site, while bees tested in the training tunnel searched closer to the longer site. In additional experiments, we manipulated the position of scent cues, relative to the training location, in the testing tunnel. Bees generally searched at the site to which they were trained rather than at the position of the scent. Our data argue strongly against the hypothesis that bees rely exclusively on deposited scent to accurately localise a food source in natural foraging environments. We instead conclude that odometry and scent guidance contribute to honeybee food search in a manner reflecting the significance and relative reliability of sensory information.",,,,"Zeil, Jochen/C-9223-2009; Hemmi, Jan M/B-6458-2008","Hemmi, Jan M/0000-0003-4629-9362",,,,,,,,,,,,0022-0949,,,,,Apr-15,2006,209,8,,,,,1367,1375,,10.1242/jeb.02156,,,,,,,WOS:000236803500005,16574796,,,,
J,"D'Ettorre, P; Wenseleers, T; Dawson, J; Hutchinson, S; Boswell, T; Ratnieks, FLW",,,,"D'Ettorre, P; Wenseleers, T; Dawson, J; Hutchinson, S; Boswell, T; Ratnieks, FLW",,,Wax combs mediate nestmate recognition by guard honeybees,ANIMAL BEHAVIOUR,,,,,,,,,,,,"Research has shown that the wax combs are important in the acquisition of colony odour in the honeybee, Apis mellifera. However, many of these studies were conducted in the laboratory or under artificial conditions. We investigated the role of the wax combs in nestmate recognition in the natural context of bees at colony entrances. Wax combs constructed by each experimental colony were swapped between hives and the acceptance of nestmate and non-nestmate forager workers was recorded before and after the swap, and in relation to a control hive not involved in the swap. We conducted the experiment twice, in consecutive years with three different colonies each time. Colonies that exchanged combs became more accepting of each other's workers than of workers from the third colony. The overall acceptance of comb swap non-nestmates increased significantly from 3% before the swap to 23% after the swap in the first year, and from 8 to 47% in the second year. This effect wore off within 3 weeks. Chemical analyses showed that the cuticular profile of non-nestmates involved in the experimental comb swap became more similar to each other after the swap, and that acceptance by guards of bees from different hives was negatively correlated with chemical distance between the hydrocarbon profiles of the workers from different hives. (c) 2006 The Association for the Study of Animal Behaviour Published by Elsevier Ltd. All rights reserved.",,,,"Wenseleers, Tom/J-3960-2013; Wenseleers, Tom/AAA-9410-2019","Wenseleers, Tom/0000-0002-1434-861X; Wenseleers, Tom/0000-0002-1434-861X",,,,,,,,,,,,0003-3472,,,,,APR,2006,71,,4,,,,773,779,,10.1016/j.anbehav.2005.05.014,,,,,,,WOS:000236875200004,,,,,
