Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Document Type,Source
"Ishihama F., Nakano C., Ueno S., Ajima M., Tsumura Y., Washitani I.","Seed set and gene flow patterns in an experimental population of an endangered heterostylous herb with controlled local opposite-morph density",2003,"Functional Ecology","17","5",,"680","689",,"10.1046/j.1365-2435.2003.00773.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142126749&doi=10.1046%2fj.1365-2435.2003.00773.x&partnerID=40&md5=a34e5a41c82f674e96f50a50a4a581dd","1. Seed reproduction of a plant species is strongly affected by the spatial structures of its population through gene flow patterns. We assessed the effects of the spatial arrangement of genetically compatible mates on the seed set and gene flow of a heterostylous perennial species, Primula sieboldii E. Morren (Primulaceae), using a patchy experimental population. 2. Seed set was significantly higher in patches containing opposite-morph genets than in patches without opposite-morph genets. Pollen flow within patches explained 76.9% of total pollen flow, while 13.5% was ascribed to pollen flow between patches. Mean and maximum pollen dispersal distances within the experimental population were 7.23 and 89 m, respectively. 3. Mean and maximum seed dispersal distances were 10.4 and 23.0 cm, respectively. 4. Our results suggest a profound effect of the spatial arrangement of compatible mates within the patchy population on seed set and gene flow. Investigations using experimental populations in combination with molecular markers will provide highly effective means for evaluating the influences of spatial structures on plant gene flow and reproduction, and will also provide valuable information for conservation efforts.",Article,Scopus
"Stabentheiner A., Vollmann J., Kovac H., Crailsheim K.","Oxygen consumption and body temperature of active and resting honeybees",2003,"Journal of Insect Physiology","49","9",,"881","889",,"10.1016/S0022-1910(03)00148-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042239414&doi=10.1016%2fS0022-1910%2803%2900148-3&partnerID=40&md5=a9d57d07a0a2482e850aac6366413049","We measured the energy turnover (oxygen consumption) of honeybees (Apis mellifera carnica), which were free to move within Warburg vessels. Oxygen consumption of active bees varied widely depending on ambient temperature and level of activity, but did not differ between foragers (&gt;18 d) and middle-aged hive bees (7-10 d). In highly active bees, which were in an endothermic state ready for flight, it decreased almost linearly, from a maximum of 131.4 μl O2 min-1 at 15°C ambient temperature to 81.1 μl min-1 at 25°C, and reached a minimum of 29.9 μl min-1 at 40°C. In bees with low activity, it decreased from 89.3 μl O2 min-1 at 15°C to 47.9 μl min-1 at 25°C and 14.7 μl min-1 at 40°C. Thermographic measurements of body temperature showed that with increasing activity, the bees invested more energy to regulate the thorax temperature at increasingly higher levels (38.8-41.2°C in highly active bees) and were more accurate. Resting metabolism was determined in young bees of 1-7 h age, which are not yet capable of endothermic heat production with their flight muscles. Their energy turnover increased from 0.21 μl O2 min -1 at 10°C to 0.38 μl min-1 at 15°C, 1.12 μl min-1 at 25°C, and 3.03 μl min-1 at 40°C. At 15, 25 and 40°C, this was 343, 73 and 10 times below the values of the highly active bees, respectively. The Q10 value of the resting bees, however, was not constant but varied in a U-shaped manner with ambient temperature. It decreased from 4.24 in the temperature range 11-21°C to 1. 35 in the range 21-31°C, and increased again to 2.49 in the range 30-40°C. We conclude that attempts to describe the temperature dependence of the resting metabolism of honeybees by Q10 values can lead to considerable errors if the measurements are performed at only two temperatures. An acceptable approximation can be derived by calculation of an interpolated Q10 according to the exponential function VO2 = 0.151 x 1.0784Ta (interpolated Q10 = 2.12). © 2003 Elsevier Ltd. All rights reserved.",Article,Scopus
"Kucharski R., Maleszka R.","Transcriptional profiling reveals multifunctional roles for transferrin in the honeybee, Apis mellifera",2003,"Journal of Insect Science","3",,,"","",8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1942429543&partnerID=40&md5=82afcfb4fd2325700fd7a2a002d618a5","Transferrins belong to a family of iron-binding proteins that have been implicated in innate immunity and in vitellogenesis in insects. Here we have sequenced and characterized a full-length cDNA encoding a putative iron-binding transferrin (AmTRF) in the honeybee. AmTRF shows high level of sequence identity with transferrins in both vertebrates and insects (26-46%) suggesting that the primary function of the predicted 712 amino acid protein is binding and transporting of iron. AmTRF is expressed ubiquitously, but particularly high levels of its mRNA are found in the central brain and in the compound eye. Using northern blotting and a microarray based approach we have examined the levels of AmTRF mRNA by expression profiling under a wide range of conditions including developmental stages, septic injury and juvenile hormone treatment. Increased expression of AmTRF is seen during early pupal stages, in the brain of mature foragers and in the abdomen of virgin queens, whereas treatment with juvenile hormone leads to a decrease of AmTRF levels in the abdomen. We show that a transcriptional response of transferrin to septic injury with E. coli is relatively moderate as compared to a dramatic up-regulation of an antibacterial polypeptide, Hymenoptaecin, under similar conditions. We conclude that major fluctuations of AmTRF mRNA in time and space are consistent with context-dependent functional significance and suggest broader multifunctional roles for transferrin in insects.",Article,Scopus
"Cox M.D., Myerscough M.R.","A flexible model of foraging by a honey bee colony: The effects of individual behaviour on foraging success",2003,"Journal of Theoretical Biology","223","2",,"179","197",,"10.1016/S0022-5193(03)00085-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012625578&doi=10.1016%2fS0022-5193%2803%2900085-7&partnerID=40&md5=6a0a1127f67fa0d192e1200582a88488","This paper develops and explores a model of foraging in honey bee colonies. The model may be applied to forage sources with various properties, and to colonies with different foraging-related parameters. In particular, we examine the effect of five foraging-related parameters on the foraging response and consequent nectar intake of a homogeneous colony. The parameters investigated affect different quantities critical to the foraging cycle - visit rate (affected by g), probability of dancing (mpd and bpd), duration of dancing (mcirc), or probability of abandonment (A). We show that one parameter, A, affects nectar intake in a nonlinear way. Further, we show that colonies with a midrange value of any foraging parameter perform better than the average of colonies with high- and low-range values, when profitable sources are available. Together these observations suggest that a heterogeneous colony, in which a range of parameter values are present, may perform better than a homogeneous colony. We modify the model to represent heterogeneous colonies and use it to show that the most important effect of heterogeneous foraging behaviour within the colony is to reduce the variance in the average quantity of nectar collected by heterogeneous colonies. © 2003 Elsevier Science Ltd. All rights reserved.",Article,Scopus
"Chittka L., Tautz J.","The spectral input to honeybee visual odometry",2003,"Journal of Experimental Biology","206","14",,"2393","2397",,"10.1242/jeb.00436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042769221&doi=10.1242%2fjeb.00436&partnerID=40&md5=f88a8817e985e36702b9e6932e6d5572","Bees returning from a feeder placed in a narrow tunnel that is lined with a chequered pattern will strongly overestimate travel distance. This finding supports the view that their distance estimation is based on integrating optic flow experienced during flight. Here, we use chequered tunnels with various colour combinations as a tool to identify the spectral channel used by bees to gauge travel distance. The probability of bees performing waggle dances after a short travel distance correlates only with the low range of the green contrast of the pattern in the unnel. But it does not correlate with the pattern's chromatic contrast or brightness contrast. Distance estimation is therefore colour blind. We also evaluated the waggle runs as a function of colour pattern. Their duration is the code for the food source distance. Waggle run duration is entirely independent of the colour pattern used, implying that once green contrast is above detection threshold, distance estimation depends solely on the angular motion of the landscape passed in flight.",Article,Scopus
"Sullivan J.P., Fahrbach S.E., Harrison J.F., Capaldi E.A., Fewell J.H., Robinson G.E.","Juvenile hormone and division of labor in honey bee colonies: Effects of allatectomy on flight behavior and metabolism",2003,"Journal of Experimental Biology","206","13",,"2287","2296",,"10.1242/jeb.00432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037560048&doi=10.1242%2fjeb.00432&partnerID=40&md5=8ed654c9ad0257032f6bdd6761c6ad78","Three experiments were performed to determine why removal of the corpora allata (the glands that produce juvenile hormone) causes honey bees to fail to return to their hive upon initiating flight. In Experiment 1, the naturally occurring flights of allatectomized bees were tracked with radar to determine whether the deficit is physical or cognitive. The results indicated a physical impairment: allatectomized bees had a significantly slower ground speed than sham and untreated bees during orientation flights, but otherwise attributes such as flight range and area were normal. Flight impairment was confirmed in Experiment 2, based on observations of takeoff made in the field at the hive entrance. The allatectomized group had a significantly smaller percentage of flightworthy bees than did the sham and untreated groups. Experiment 3 confirmed the flight impairment in laboratory tests and showed that allatectomy causes a decrease in metabolic rate. Allatectomized bees had significantly lower metabolic rates than untreated and sham bees, while allatectomized bees receiving hormone replacement had intermediate values. These results indicate that allatectomy causes flight impairment, probably partly due to effects on metabolic rate. They also suggest that juvenile hormone plays an additional, previously unknown, role in coordinating the physiological underpinning of division of labor in honey bee colonies.",Article,Scopus
"Tautz J., Maier S., Groh C., Rössler W., Brockmann A.","Behavioral performance in adult honey bees is influenced by the temperature experienced during their pupal development",2003,"Proceedings of the National Academy of Sciences of the United States of America","100","12",,"7343","7347",,"10.1073/pnas.1232346100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037794451&doi=10.1073%2fpnas.1232346100&partnerID=40&md5=37fc567dd9267c520c657193c8b9744b","To investigate the possible consequences of brood-temperature regulation in honey bee colonies on the quality of behavioral performance of adults, we placed honey bee pupae in incubators and allowed them to develop at temperatures held constant at 32°C, 34.5°C, and 36°C. This temperature range occurs naturally within hives. On emergence, the young adult bees were marked and introduced into foster colonies housed in normal and observation hives and allowed to live out their lives. No obvious difference in within-hive behavior was noted between the temperature-treated bees and the foster-colony bees. However, when the temperature-treated bees became foragers and were trained to visit a feeder 200 m from the hive, they exhibited clear differences in dance performance that could be correlated with the temperatures at which they had been raised: bees raised at 32°C completed only ≈20% of the dance circuits when compared with bees of the higher-temperature group. Also, the variance in the duration of the waggle phase is larger in 32°C-raised bees compared with 36°C-raised bees. All other parameters compared across all groups were not significantly different. One-trial learning and memory consolidation in the bees raised at different temperatures was investigated 1 and 10 min after conditioning the proboscis-extension reflex. Bees raised at 36°C performed as expected for bees typically classified as ""good learners,"" whereas bees raised at 32°C and 34.5°C performed significantly less well. We propose that the temperature at which pupae are raised will influence their behavioral performance as adults and may determine the tasks they carry out best inside and outside the hive.",Article,Scopus
"Scheiner R., Müller U., Heimburger S., Erber J.","Activity of protein kinase A and gustatory responsiveness in the honey bee (Apis mellifera L.)",2003,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology","189","6",,"427","434",,"10.1007/s00359-003-0419-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038721568&doi=10.1007%2fs00359-003-0419-x&partnerID=40&md5=533dd28e8d1833801d04e866479141fb","The cAMP-dependent protein kinase A is involved in the induction of long-term memory and habituation in the bee. Gustatory responsiveness correlates strongly with associative and non-associative learning in bees. We tested whether protein kinase A activity in the antennal lobes correlates with gustatory responsiveness. Thirty minutes after feeding, bees with high gustatory responsiveness had a significantly higher protein kinase A activity than bees with low responsiveness. Ninety minutues after feeding, when gustatory responsiveness had increased in initially unresponsive bees, no changes in protein kinase A activity were found. We also tested time-dependent effects of protein kinase A activator and protein kinase A inhibitor on gustatory responsiveness. Injection of the protein kinase A activator adenosine 3′5′-cyclic monophosphate 8-bromosodium salt or of the protein kinase A inhibitor KT 5720 did not affect gustatory responsiveness within the first 4 h after treatment. Feeding of adenosine 3′5′-cyclic monophosphate 8-bromo-sodium salt over 4 days increased gustatory responsiveness in newly emerged bees and adult foragers. These results enable us to distinguish between two different forms of gustatory responsiveness: basal and transient gustatory responsiveness. Basal gustatory responsiveness correlates with protein kinase A activity and can only be modulated in the range of several days. Transient gustatory responsiveness appears to be independent of protein kinase A activity and can be modulated in the range of minutes to hours.",Article,Scopus
"Bull N.J., Schwarz M.P., Cooper S.J.B.","Phylogenetic divergence of the Australian allodapine bees (Hymenoptera: Apidae)",2003,"Molecular Phylogenetics and Evolution","27","2",,"212","222",,"10.1016/S1055-7903(02)00402-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037406709&doi=10.1016%2fS1055-7903%2802%2900402-5&partnerID=40&md5=78e725513aa8cd74f3bda686a67b792a","Allodapine bees are most diverse in Africa but are distributed throughout the Old World tropical and Austral regions. They are considered useful for studies into the evolution of social behaviour since they exhibit the full range of social organisation from solitary to highly eusocial (sensu Michener, 1974; Wilson, 1971). Five genera are found inAustralia, namely Braunsapis, Exoneurella, Exoneura, Brevineura, and Inquilina. Sociality and life histories are well documented for the exoneurine genera (review in Schwarz et al., 1998) and Inquilina is an obligate social parasite of species of Exoneura (Michener, 1965). In this paper, maximum parsimony and maximum likelihood methods using molecular sequence data from two mitochondrial gene regions (cyt b and COI) and a single nuclear gene region (EF-1α) are used to reconstruct phylogenetic relationships of the Australian allodapine genera. Results suggest that the exoneurine group (Brevineura, Exoneurella, and Exoneura + Inquilina) diverged very rapidly and are monophyletic to the exclusion of other (primarily African) allodapine genera. A clade containing Australian species of Braunsapis is also monophyletic to the exclusion of African congeners. Braunsapis is not phylogenetically close to, and is a more derived group than the exoneurine group and probably came to occupy the Australian plate via a later dispersal through the southern Asian region. It is unclear at this point how the exoneurine group came to occupy the Australian plate and possible scenarios are discussed. © 2003 Elsevier Science (USA). All rights reserved.",Article,Scopus
"Gregson A.M., Hart A.G., Holcombe M., Ratnieks F.L.W.","Partial nectar loads as a cause of multiple nectar transfer in the honey bee (Apis mellifera): A simulation model",2003,"Journal of Theoretical Biology","222","1",,"1","8",,"10.1016/S0022-5193(02)00487-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242416648&doi=10.1016%2fS0022-5193%2802%2900487-3&partnerID=40&md5=d788557a46d0147e0de7d7c4307601b9","Honey bee foragers transfer their nectar loads to receiver bees within the nest. Surprisingly, they often transfer to more than one receiver (published values range from 1.9 to 2.7). Several adaptive hypotheses have been proposed to explain why multiple transfer occurs. One hypothesis, information improvement, states that multiple transfer arises as an adaptive forager-driven process. Foragers use the delay in finding a receiver to assess the relative work capacities of foragers and receivers, performing recruitment dances when appropriate. Multiple transferring improves their delay information. We used a stochastic simulation model to investigate the non-adaptive partial loads hypothesis. We determined the extent to which partial crop loads and receiver filling and emptying rules (i.e. how much nectar to accept before leaving the transfer area) can cause multiple transfer. As many as 1.9 nectar transfers per returning forager were generated within biologically realistic parameter space. We suggest that much multiple transfer arises as a non-adaptive consequence of partitioning nectar foraging between foragers and receivers, but that this will also result in foragers having better information about the relative work capacities of foragers and receivers as a useful consequence. We suggest that the number of transfers caused by partial loads could also be increased by an adaptive forager-driven effort to improve their information concerning the balance of foragers and receivers and we outline a framework wherein the information improvement hypothesis can be directly tested. © 2003 Elsevier Science Ltd. All rights reserved.",Article,Scopus
"Si A., Srinivasan M.V., Zhang S.","Honeybee navigation: Properties of the visually driven 'odometer'",2003,"Journal of Experimental Biology","206","8",,"1265","1273",,"10.1242/jeb.00236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038712083&doi=10.1242%2fjeb.00236&partnerID=40&md5=b9ec9d9a39bc5029d53f7b0af69385da","Recent work has revealed that honeybees determine distance flown by gauging the extent to which the image of the environment moves in the eye as they fly toward their destination. Here we examine the properties of this visually driven 'odometer', by training bees to fly to a feeder in a tunnel lined with a range of different visual patterns, and analysing their dances when they return to the hive. We find that the odometric signal is relatively unaffected by variations in the contrast and spatial frequency content of the patterns. Furthermore, a strong signal is generated even when the walls or the floor of the tunnel provide only weak optic-flow cues. Thus, distance flown is measured by a visually driven odometer that is surprisingly robust to variations in the texture or sparseness of the visual environment through which the bee flies.",Article,Scopus
"Dramstad W.E., Fry G.L.A., Schaffer M.J.","Bumblebee foraging - Is closer really better?",2003,"Agriculture, Ecosystems and Environment","95","1",,"349","357",,"10.1016/S0167-8809(02)00043-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037376937&doi=10.1016%2fS0167-8809%2802%2900043-9&partnerID=40&md5=d4ee7193c876e99936fbcc470b080079","Bumblebees are important pollinators of crops and wild flowers, and their foraging range has considerable management interest. It is commonly assumed that bumblebees prefer to forage as close to their nest as possible. However, a review of the literature shows that there is little empirical evidence to support this assumption. An experiment aimed at investigating whether bumblebee workers forage close to their nests, and distances between three commercially produced bumblebee nests and an introduced forage patch were manipulated. The results presented here show that bumblebee workers significantly increased their use of a flower resource after their nests had been moved from within the resource to more than 100 m away. © 2002 Elsevier Science B.V. All rights reserved.",Article,Scopus
"Mena P., Ruz L.","Field observations on the behavior and nesting habits of Liphanthus sabulosus Reed (Hymenoptera: Andrenidae)",2003,"Journal of the Kansas Entomological Society","76","2",,"198","202",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037688081&partnerID=40&md5=0af5c1be11588c4a14acc9cc950ffc70","Liphanthus sabulosus is a small solitary bee whose length ranges from about 4 to 7 mm and is strongly sexually dimorphic. There are some taxonomic studies about this bee, but little known about its biology. In October 2001 a nesting site was discovered on both sides of a dirt roadway on an steep slope in El Pangue, a locality 25 km south of Vicuña (Elqui Province) in northern Chile, where field observations on the nesting habits and behavior of L. sabulosus were made. The area contained a great number of nests. A female was observed beginning nest construction, while other females in the area were apparently more advanced in their work. The activity period of the species, female foraging time, and time of female activity inside the nest were established. Several nests were excavated but cells were not found, perhaps reflecting the early stage of construction of those nests. The precise association of L. sabulosus with a particular plant was not established, but pollen load analysis indicates the species may be oligolectic. Males were observed behaving territorially. A male's territory seemed to correspond with the presence of a stone. Males behaved aggressively when other males approached the area. Males spent the night in holes made by females at the nest site.",Article,Scopus
"Steffan-Dewenter I., Kuhn A.","Honeybee foraging in differentially structured landscapes",2003,"Proceedings of the Royal Society B: Biological Sciences","270","1515",,"569","575",,"10.1098/rspb.2002.2292","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037460886&doi=10.1098%2frspb.2002.2292&partnerID=40&md5=2e76f459b5e75abc13e2d01b26483d21","Honeybees communicate the distance and location of resource patches by bee dances, but this spatial information has rarely been used to study their foraging ecology. We analysed, for the first time to the best of the authors' knowledge, foraging distances and dance activities of honeybees in relation to landscape structure, season and colony using a replicated experimental approach on a landscape scale. We compared three structurally simple landscapes characterized by a high proportion of arable land and large patches, with three complex landscapes with a high proportion of semi-natural perennial habitats and low mean patch size. Four observation hives were placed in the centre of the landscapes and switched at regular intervals between the six landscapes from the beginning of May to the end of July. A total of 1137 bee dances were observed and decoded. Overall mean foraging distance was 1526.1 ± 37.2 m, the median 1181.5 m and range 62.1-10037.1 m. Mean foraging distances of all bees and foraging distances of nectar-collecting bees did not significantly differ between simple and complex landscapes, but varied between month and colonies. Foraging distances of pollen-collecting bees were significantly larger in simple (1743 ± 95.6 m) than in complex landscapes (1543.4 ± 71 m) and highest in June when resources were scarce. Dancing activity, i.e. the number of observed bee dances per unit time, was significantly higher in complex than in simple landscapes, presumably because of larger spatial and temporal variability of resource patches in complex landscapes. The results facilitate an understanding of how human landscape modification may change the evolutionary significance of bee dances and ecological interactions, such as pollination and competition between honeybees and other bee species.",Article,Scopus
"Dick C.W., Etchelecu G., Austerlitz F.","Pollen dispersal of tropical trees (Dinizia excelsa: Fabaceae) by native insects and African honeybees in pristine and fragmented Amazonian rainforest",2003,"Molecular Ecology","12","3",,"753","764",,"10.1046/j.1365-294X.2003.01760.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037350987&doi=10.1046%2fj.1365-294X.2003.01760.x&partnerID=40&md5=a275643f0e54328c9829c8acf9af1a5b","Tropical rainforest trees typically occur in low population densities and rely on animals for cross-pollination. It is of conservation interest therefore to understand how rainforest fragmentation may alter the pollination and breeding structure of remnant trees. Previous studies of the Amazonian tree Dinizia excelsa (Fabaceae) found African honeybees (Apis mellifera scutellata) as the predominant pollinators of trees in highly disturbed habitats, transporting pollen up to 3.2 km between pasture trees. Here, using microsatellite genotypes of seed arrays, we compare outcrossing rates and pollen dispersal distances of (i) remnant D. excelsa in three large ranches, and (ii) a population in undisturbed forest in which African honeybees were absent. Self-fertilization was more frequent in the disturbed habitats (14%, n = 277 seeds from 12 mothers) than in undisturbed forest (10%, n = 295 seeds from 13 mothers). Pollen dispersal was extensive in all three ranches compared to undisturbed forest, however. Using a TWOGENER analysis, we estimated a mean pollen dispersal distance of 1509 m in Colosso ranch, assuming an exponential dispersal function, and 212 m in undisturbed forest. The low effective density of D. excelsa in undisturbed forest (∼0.1 trees/ha) indicates that large areas of rainforest must be preserved to maintain minimum viable populations. Our results also suggest, however, that in highly disturbed habitats Apis mellifera may expand genetic neighbourhood areas, thereby linking fragmented and continuous forest populations.",Article,Scopus
"Thompson H.M.","Behavioural effects of pesticides in bees - Their potential for use in risk assessment",2003,"Ecotoxicology","12","1-4",,"317","330",,"10.1023/A:1022575315413","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037307389&doi=10.1023%2fA%3a1022575315413&partnerID=40&md5=26cd5968b284b4cde670d11585f64a34","This paper reviews a wide variety of behavioural effects that have been reported in bees following exposure to pesticides, primarily insecticides. These range from effects on odour discrimination in the individual to the loss of foraging bees due to disruption of their homing behaviour. Some of these effects have the potential to have a significant impact on the development and survival of colonies. However, there is currently little guidance available on the types of behavioural data which should be collected during laboratory, semi-field or field regulatory studies or how they should be included and interpreted in risk assessment. Further work is required to allow risk assessment to include significant behavioural effects and their longer term consequences on colony survival and development, Such an approach will require a larger base set of data to predict the longer-term consequences on colonies of short-term effects on individuals, e.g. through population modelling.",Review,Scopus
"Wcislo W.T., Schatz B.","Predator recognition and evasive behavior by sweat bees, Lasioglossum umbripenne (Hymenoptera: Halictidae), in response to predation by ants, Ectatomma ruidum (Hymenoptera: Formicidae)",2003,"Behavioral Ecology and Sociobiology","53","3",,"182","189",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038344774&partnerID=40&md5=8c0dcef101ecd771c15a3b31539f2854","Ectatomma ruidum is an abundant soil-nesting Neotropical ant, which displays extensive behavioral flexibility during foraging activities. We studied here one unusual element of their behavioral repertoire: ambush predation. A worker of E. ruidum waits near a nest of a social sweat bee, Lasioglossum umbripenne, lunging at incoming bees, or less frequently, at departing bees. However, bees detected ambushing ants and modified their behavior. Dead ants placed at bees' nest entrances significantly decreased bee activity, indicating that bees recognized dead ants as potential predators. Neither simple black models (square and rectangle) nor olfactory cues had any effect on overall bee activity. A returning bee usually approached her entrance and immediately entered, but if an ant was waiting at the nest, a bee was significantly more likely to abort the first approach flight and then to re-approach the nest on the side opposite the ant's position. As models became increasingly ant-like, returning bees more frequently aborted their first approach flight, expressing other behaviors before entering nests. These behaviors included withdrawal followed by an approach from a different direction; zigzagging flights, either from a distance or close to the entrance or even a close inspection; landing a short distance from the nest, then approaching on foot or waiting for several seconds before entering. Ants responded with effective counter-behaviors. Behavioral flexibility in nest entering/exiting by L. umbripenne and in hunting strategy by E. ruidum shows the complexity of this predator-prey relationship, and illustrates the importance of information processing by both species involved in determining the outcome of the interspecific interaction.",Article,Scopus
"Irwin R.E.","Impact of nectar robbing on estimates of pollen flow: Conceptual predictions and empirical outcomes",2003,"Ecology","84","2",,"485","495",,"10.1890/0012-9658(2003)084[0485:IONROE]2.0.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041813227&doi=10.1890%2f0012-9658%282003%29084%5b0485%3aIONROE%5d2.0.CO%3b2&partnerID=40&md5=7a47ab2fe6bf2325e6398978a78c052e","Pollen movement within and among plants affects levels of inbreeding and plant fitness as well as the spatial scale of genetic differentiation. Pollen movement has primarily been studied as a function of the direct relationships between plants and pollinators; however, nonpollinating floral visitors, such as some nectar robbers, may have indirect effects on pollen dispersal by altering plant - pollinator interactions. Theory predicts that nectar robbing should have indirect positive effects on plants by increasing pollen dispersal distance and reducing self-pollen transfer (geitonogamy) and inbreeding through changes in pollinator behavior associated with reduced nectar rewards. Here I experimentally tested the indirect effects of the nectar-robbing bumble bee, Bombus occidentalis, on the distance of pollen movement among plants and levels of pollen movement within plants (estimated using powdered fluorescent dyes as pollen analogues) using the self-incompatible, hummingbird-pollinated host, Ipomopsis aggregata. Empirical results did not fully support the theoretical predictions. Heavy levels of nectar (>80% of available flowers robbed) had no effect on the mean and mean-squared distance of dye dispersal within populations. However, hummingbird pollinators were 50% more likely to depart from a population after visiting a plant with low robbing relative to a plant with high robbing, suggesting that pollen dispersal among populations might be reduced in plants with high robbing relative to plants with low robbing. Heavy nectar robbing reduced levels of self-dye transfer by one-half. However, when I manipulated robbing levels and access to self-pollen, the costs associated with increased robbing and reduced pollinator visitation (e.g., reduced seed production) outweighed any advantages associated with reduced geitonogamy. Taken together, these results suggest that the negative indirect effects of robbing on plant reproduction through decreased pollinator visitation and changes in pollinator departure from plants far exceed any positive effects associated with decreased geitonogamy. Given the widespread nature of plant attack by nectar robbers, these indirect effects are likely common phenomena structuring natural plant populations.",Article,Scopus
"Kidokoro M., Kikuchi T., Hirata M.","Prehibernal insemination and short dispersal of Ceratina flavipes (Hymenoptera: Anthophidae) in northernmost Japan",2003,"Ecological Research","18","1",,"99","102",,"10.1046/j.1440-1703.2003.00537.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037985452&doi=10.1046%2fj.1440-1703.2003.00537.x&partnerID=40&md5=aa663ba6bd2ea36f2a67f46de52f2a38","Although females of Ceratina flavipes are believed to be inseminated in spring on Honshu Island, Japan, 100% of the females were inseminated before hibernation on Ishikari Coast, northernmost Japan. Because most, if not all, of the males also overwintered with the females, this prehibernal insemination may be a local event. In the hibernal season, females were more frequently alone in nests than males, whereas the sex ratio in their main habitat was almost 1:1, suggesting that prehibernal dispersal is more frequent in females, but that the dispersal distance is shorter than previously reported.",Article,Scopus
"Williams N.M., Tepedino V.J.","Consistent mixing of near and distant resources in foraging bouts by the solitary mason bee Osmia lignaria",2003,"Behavioral Ecology","14","1",,"141","149",,"10.1093/beheco/14.1.141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037283429&doi=10.1093%2fbeheco%2f14.1.141&partnerID=40&md5=caba8ce36ed854e9feeb28083079299b","Female bees are usually confronted with a choice among several flower species that differ in their location and abundance within the community, and in the efficiency with which their pollen and nectar can be harvested. We investigated the effects of distance and flower density of two flower species on pollen collection by providing nest locations for the mason bee Osmia lignaria in natural settings. Distance weakly affected pollen use; on average, bees nesting near a flower species tended to collect more of its pollen than did bees nesting at a greater distance. Flower density did not predictably impact pollen use, and use did not track changes in density during the season. Bees consistently mixed pollen from more distant species, despite substantial added foraging costs, and also mixed when one species was an order of magnitude less abundant than the other. Bees require nectar as well as pollen to feed their offspring, and our preliminary data suggest that the efficiencies of pollen and nectar collection are inversely related between the two flower species, which would favor visitation to both species. Bees appear to collect some pollen from the low-pollen, high-nectar plant while visiting it for nectar. Thus, a nectar-collecting constraint may favor collecting pollen from mixtures of species.",Article,Scopus
"Dornhaus A., Brockmann A., Chittka L.","Bumble bees alert to food with pheromone from tergal gland",2003,"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology","189","1",,"47","51",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037271421&partnerID=40&md5=0dd2fa35f701efc9152d139b61be7b0c","Foragers of Bombus terrestris are able to alert their nestmates to the presence of food sources. It has been supposed that this happens at least partially through the distribution of a pheromone inside the nest. We substantiate this claim using a behavioral test in which an alerting signal is transmitted from one colony to another by long distance air transport, so excluding all other modalities of information exchange. We then investigated the source of the pheromone and were able to show that a hexane extract from tergites V-VII of bumble bee workers elicits higher activity, like a successful forager does. Extracts from other glands, such as the mandibular, labial, hypopharyngeal, and Dufour's gland as well as extracts from other parts of the cuticle had no effect. This suggests that bumble bees possess a pheromone-producing gland, similar to the Nasanov gland in honey bees. Indeed, an extract from the honey bee Nasanov gland also proved to alert bumblebee workers, suggesting a possible homology of the glands.",Article,Scopus
